Track,Album Name,Artist,Release Date,ISRC,Spotify Streams,Spotify Playlist Count
3:15 (Breathe),3:15 (Breathe),Russ,5/21/21,TCAFO2147109,"303,510,160","72,865"
Love Me Again,Layover,V,8/11/23,USA2P2339030,"626,153,696","13,455"
Down Under (feat. Colin Hay),Down Under,Luude,11/19/21,AUDCB1701966,"315,606,874","125,064"
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,11/7/19,USRC11902288,"510,302,007","74,416"
Control,Control,Zoe Wees,3/13/20,GB2DY2000093,"457,848,626","81,641"
Push Up - Original Mix,Push Up - Single,Creeds,12/21/22,NLCK42223782,"83,801,298","78,156"
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,5/19/23,QZMWW2396002,"258,439,807","33,493"
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,11/7/14,QMLA71400326,"856,908,437","163,911"
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,1/15/21,USSM12100202,"767,502,068","142,094"
Die For You,SMITHEREENS,Joji,11/4/22,USWB12203732,"363,300,065","74,276"
SC-9,SC-9,Yahir Saldivar,2/1/24,QZDA52413180,"63,296,147","2,994"
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,9/20/11,USAT21101399,"1,143,172,586","216,588"
My Head & My Heart,Heaven & Hell,Ava Max,9/18/20,USAT22007121,"518,293,446","72,376"
Accendio,IVE SWITCH,IVE,4/29/24,QM4TX2478221,"12,367,963","1,027"
Deep End,Deep End,Fousheï¿,7/31/20,USRC12002568,"277,505,000","76,388"
Loosing interest,Missing,Kurochuu,6/9/24,CA5KR2466576,"43,492,280",2
Turbo S,PISTOLER POESI OCH SEX,Yasin,2/28/23,SE5752322602,"2,109,876","1,764"
30 GRADOS RKT,30 GRADOS RKT,RUNE,6/8/24,QZNWU2434670,"50,652,672",2
Mi Bello Angel,Nata Montana,Natanael Cano,6/30/23,USWL12301027,"349,522,530","23,359"
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,9/15/23,USQX92305198,"79,871,904","18,919"
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030842,"817,199,682","92,013"
1-800-273-8255,1-800-273-8255,Logic,4/28/17,USUM71702778,"1,332,154,389","155,866"
After Hours,After Hours,The Weeknd,2/19/20,USUG12000586,"942,637,026","146,801"
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,1/12/24,GBAHS2301557,"78,096,380","7,999"
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,12/8/23,USUM72318698,"114,947,522","20,245"
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,3/27/24,USUG12401760,"78,537,688","7,391"
The Middle,The Middle,Zedd,1/23/18,USUM71800463,"1,503,269,550","135,666"
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,3/1/24,USSM12400672,"40,447,209","4,358"
Pompeii,Bad Blood (The Extended Cut),Bastille,1/1/13,GBAAA1200795,"1,590,278,292","259,895"
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,12/4/15,GBAYE1600763,"652,636,187","66,904"
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,10/16/20,USUM72019170,"820,172,575","119,464"
Hold On,Hold On,Justin Bieber,3/5/21,USUM72102322,"749,776,475","98,447"
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,10/9/12,GMM881200021,"2,397,109,372","287,524"
I Like It,Invasion of Privacy,Cardi B,4/6/18,USAT21801431,"1,624,314,065","175,421"
8 Parche,8 Parche,Baani Sandhu,9/12/19,FR96X1934664,"96,829,196","9,383"
Modo DND,Modo DND,Xavi,10/28/23,USA2P2352296,"186,482,379","11,318"
THANK GOD,UTOPIA,Travis Scott,7/28/23,USSM12305005,"159,483,318","53,828"
Home,Home,Edith Whiskers,10/16/20,GBVHN2000009,"382,143,321","98,433"
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,5/23/19,USAT21903320,"729,825,680","155,380"
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,8/16/19,QM2EJ1500417,"497,062,969","39,746"
One Of Your Girls,Something To Give Each Other,Troye Sivan,10/13/23,AUUM72300179,"222,373,201","24,491"
Tell Em,Tell Em,Cochise,5/28/21,USSM12103018,"499,262,863","156,928"
Close Eyes,Close Eyes,DVRST,2/1/21,QZHN82186053,"495,840,131","118,862"
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2/23/24,USQX92400597,"19,565,712","3,586"
LA DURANGO,LA DURANGO,Peso Pluma,5/9/24,QM6N22400640,"42,032,763","2,684"
Please Me,Please Me,Cardi B,2/15/19,USAT21811659,"551,035,247","58,065"
El Hijo Mayor,El Hijo Mayor - Single,Junior H,5/20/22,USWL12200441,"357,445,095","30,881"
"Ruqya, Pt. 3",Ruqya (Quran - Coran - Islam),Hani Rifai,6/9/14,FR6V82562979,,
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALï¿½,11/11/21,USSM12107750,"459,476,092","79,169"
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/23,USSM12305020,"133,152,051","55,843"
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,6/18/21,QZ5BF1600040,"347,951,927","60,696"
LOKERA,LOKERA,Rauw Alejandro,7/25/22,USSD12200700,"656,416,971","74,344"
cardigan,folklore,Taylor Swift,7/24/20,USUG12002836,"1,307,283,069","94,169"
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7/21/17,USQX91701275,"1,610,423,351","283,537"
Namas Today - Original Version,Mountains of Gods,CA3RD,9/26/22,DELM42201660,,
Amanece,Amanece,Anuel AA,12/14/18,USDXS1806044,"784,096,553","80,071"
Popular,Popular,The Weeknd,2/22/24,USUMV2302771,"811,545,581",1
King Shit,Leo,Shubh,1/5/24,QMFMG2357540,"84,030,576","4,988"
LA INOCENTE,Microdosis,Mora,4/1/22,QM4TX2252954,"736,983,718","92,256"
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,5/1/20,USUG12001407,"763,384,135","200,270"
Johnny Dang (with Paul Wall & DRODi),Johnny Dang (with Paul Wall & DRODi),That Mexican OT,5/26/23,USUG12303409,"128,049,237","42,334"
S-Class,5-STAR,Stray Kids,6/2/23,US5TA2300034,"207,857,363","14,268"
GASLIGHT,GASLIGHT,INJI,4/14/22,QZHN32201081,"17,756,452","8,421"
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/22,USRC12201686,"245,406,516","75,951"
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,9/22/16,USSD11600252,"613,961,293","57,564"
Can't Tame Her,Can't Tame Her,Zara Larsson,1/26/23,USSM12210918,"159,051,363","31,456"
VIBEZ,KIRK,DaBaby,9/27/19,USUM71919281,"432,315,500","95,756"
I Don't Fuck With You,I Don't Fuck With You,Big Sean,9/19/14,USUM71414033,"781,790,448","135,134"
Se Grita,Reinsertado,Morad,5/12/23,QM6N22330624,"142,131,977","47,009"
HYAENA,UTOPIA,Travis Scott,7/28/23,USSM12305004,"137,071,285","47,247"
KICK BACK,KICK BACK,Kenshi Yonezu,10/12/22,JPU902203702,"360,816,226","61,627"
M.A.I,111,Milo j,11/30/23,UYB282384010,"163,958,167","12,417"
Tu hai kahan,Tu hai kahan,AUR,6/10/23,QZMEM2351612,"218,471,293","16,445"
Danza Kuduro - Cover,WORK OUT MUSIC MIX,WORK OUT GYM - DJ MIX,10/20/23,TCJPX2359315,"1,642,258,500",9
Truth or Dare,TYLA,Tyla,12/1/23,USSM12308650,"91,143,676","13,407"
Just the Way You Are,Just The Way You Are,Bruno Mars,7/20/10,USAT21001269,"2,099,862,852","233,719"
Rasputin,Rasputin,Majestic,2/26/21,DEE862100256,"613,000,788","152,363"
Say It Right (Dance),"This Is MELON, Vol. 1 (Dance)",MELON,2/24/23,ZZOPM2342003,"3,119,521",560
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,10/17/19,USQX91902708,"1,145,402,792","134,427"
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,10/28/16,USWD11677601,"740,261,910","49,852"
ýýýýýýýýýýýý,Bibbidiba - Single,Hoshimachi Suisei,3/23/24,JPV752408464,"21,255,074","1,754"
Heartless,Heartless,The Weeknd,11/27/19,USUG11904007,"975,754,682","137,196"
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,7/1/14,BRP8C1200082,"13,615,330","1,140"
Show Time,Show Time,SUPER JUNIOR,6/11/24,KRA302400197,,31
Mirrors,Songs For The Philippines,Justin Timberlake,1/1/13,USRC11300059,"1,047,154,254","168,622"
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/18,GBKPL1828677,"1,034,272,727","201,381"
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,7/11/17,USUM71707196,"1,156,601,592","78,398"
X ESO BB,X ESO BB,Jere Klein,8/10/23,UYB282393001,"124,155,654","18,514"
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,1/26/22,GBUM72108841,"389,547,230","65,208"
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,10/5/10,USAT21001886,"950,810,060","151,801"
Sex Sounds,True 2 Myself,Lil Tjay,10/11/19,USSM11909049,"413,974,601","110,016"
Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214876,"542,751,537","67,763"
Asiwaju,Asiwaju,Ruger,11/14/22,GBARL2202349,"108,133,711","34,390"
Sticky,"Honestly, Nevermind",Drake,6/17/22,USUG12204888,"253,177,498","83,779"
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,7/27/23,INW262317919,"1,843,453",311
hey! hey!,hey! hey! - Single,TWS,6/5/24,USA2P2428743,"1,010,608",109
Centuries,Centuries,Fall Out Boy,9/9/14,USUM71412644,"1,184,571,362","180,715"
What Makes You Beautiful,Up All Night,One Direction,1/1/11,GBHMU1100018,"1,265,397,717","175,809"
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/22,QMCE32200232,"359,563,711","50,913"
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,8/26/16,USSD11600135,"738,438,810","65,613"
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,7/26/23,QZVFR2301503,"199,444,237","31,285"
SKITZO,UTOPIA,Travis Scott,7/28/23,USSM12305016,"97,901,897","49,313"
Friendly Fire,Friendly Fire,Linkin Park,2/23/24,USWB12400280,"27,605,207","4,232"
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/23,USUM72305943,"237,741,410","39,503"
SkeeYee,Hood Hottest Princess,Sexyy Red,6/9/23,QZQAY2395569,"96,289,114","24,566"
The Git Up,The Git Up,Blanco Brown,5/3/19,QZEPT1900040,"346,783,267","70,080"
Beautiful Crazy,Beautiful Crazy,Luke Combs,5/4/18,US6XF1700259,"828,103,564","83,834"
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/23,USUM72308539,"199,846,893","53,777"
Lover,Lover,Taylor Swift,8/16/19,USUG11901473,"1,413,268,808","104,435"
Midas Touch,Midas Touch,KISS OF LIFE,4/3/24,KRA382401544,"50,824,333","2,846"
Follow You,Follow You / Cutthroat,Imagine Dragons,3/12/21,USUM72102981,"412,887,321","69,959"
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,6/2/22,THSOH2204284,"13,219,831","3,136"
Por las Noches,Por las Noches,Peso Pluma,6/11/21,FR96X2198154,"541,105,655","34,793"
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/17,USUM71700575,"874,864,898","78,015"
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/17,CADDS1700022,"1,362,614,026","183,645"
Melhor Vibe,Melhor Vibe,MC Ryan SP,3/20/24,BRWMB2400319,"39,157,273","2,886"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,9/18/23,THSOH2307725,"456,034",14
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,10/24/23,TCJPX2359697,"1,622,824,522",
Set Fire to the Rain,More Music 2011,Adele,1/1/11,GBBKS1000348,"1,595,514,674","186,319"
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/14,USSM11406644,"815,946,405","94,852"
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/21,QZNJZ2122225,"270,364,614","37,002"
2 Be Loved (Am I Ready),Special,Lizzo,7/15/22,USAT22203706,"335,194,737","36,991"
Shut Up and Dance,Full Circle: The Live Anthology,WALK THE MOON,11/20/11,USRC11401949,"1,690,450,389","225,204"
SugarCrash!,SugarCrash!,ElyOtto,8/25/20,TCAFB2092742,"364,210,672","81,556"
Sail,Back From Earth,AWOLNATION,1/1/10,USP6L1000053,"814,264,073","145,349"
Solo Conmigo,"Fï¿½ï¿½rmula, Vo",Romeo Santos,9/1/22,USSD12200782,"99,640,817","9,262"
See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack,Wiz Khalifa,3/10/15,USAT21500313,"1,891,920,348","75,665"
Paint The Town Red,NOW That's What I Call Music! 116,Doja Cat,11/17/23,USRC12301935,,4
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,7/18/23,USUM72308676,"276,026,602","37,445"
Danza Kuduro - Cover,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý - ýýýýýý&ýýýýýý POPS ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2/3/23,TCJPT2289709,"1,627,429,837",1
Piscina,Piscina,Maria Becerra,11/8/23,USWL12302932,"81,319,633","7,972"
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,3/8/19,USUG11903492,"925,747,848","178,435"
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/21,GBKPL2163189,"477,620,800","108,333"
Galway Girl,ýý (Deluxe),Ed Sheeran,3/3/17,GBAHS1700026,"1,311,631,709","121,737"
Firework,Teenage Dream,Katy Perry,1/1/10,USCA21001262,"1,065,375,074","164,650"
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,10/7/23,TCJPX2356080,"1,642,258,500",5
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/22,QZ22S2200068,"127,223,430","24,922"
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,7/8/22,QZQMB2102485,"331,775,657","17,727"
Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,8/15/18,GBBGY1743613,"5,866,282","3,514"
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,11/6/15,GBAYE1500981,"1,020,239,582","148,456"
Nice For What,Nice For What,Drake,4/6/18,USCM51800077,"1,276,685,592","192,868"
Us Vs Them,Us Vs. Them,$uicideboy$,3/29/24,QZAPK2000499,"44,027,794","7,604"
Vaaste,Vaaste,Dhvani Bhanushali,4/6/19,INS181900798,"126,921,341","13,291"
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,5/16/24,BRRGE2400266,"27,120,441","1,557"
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/22,USAT22205563,"947,763,871","59,942"
Obsessed With You,Obsessed With You,Central Cee,9/10/21,ZZOPM2110165,"336,889,834","130,841"
Bang!,Bang!,AJR,2/12/20,QMRSZ2000128,"426,425,213","79,159"
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/23,USUG12306674,"211,462,881","15,136"
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/23,USWB12302870,"111,155,129","8,444"
Gato de Noche,Gato de Noche,ýýengo Flow,12/22/22,QMFMF2216359,"427,842,597","59,365"
Despeinada,Despeinada,Ozuna,9/3/20,USXDR2000590,"420,652,971","51,117"
Runnin,SAVAGE MODE II,21 Savage,10/2/20,USSM12005346,"653,352,641","181,583"
Melting,Melting - Single,,6/10/24,QZNWU2402635,,
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,8/24/23,USWB12304897,"221,575,551","30,798"
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,5/23/24,US66W2401066,"31,366,703","1,732"
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/23,USUG12305254,"221,406,245","13,588"
Free Mind,For Broken Ears,Tems,9/25/20,QMBZ92014864,"155,772,691","49,453"
New Rules,Dua Lipa (Complete Edition),Dua Lipa,1/1/15,GBAHT1600310,"2,098,443,322","158,842"
favorite crime,SOUR,Olivia Rodrigo,5/21/21,USUG12101249,"1,058,390,692","110,900"
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,8/4/18,QM6MZ1872146,"541,468,772","85,006"
When You're Gone,When You're Gone,Shawn Mendes,3/31/22,USUM72204098,"323,292,046","40,626"
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,6/7/24,USQX92401733,"6,120,999",855
Savage,Suga,Megan Thee Stallion,3/6/20,QMCE32000097,"427,275,743","63,715"
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,6/2/23,USRC12301450,"60,082,145","11,423"
You Should Probably Leave,Starting Over,Chris Stapleton,11/13/20,USUM72013814,"427,605,317","56,215"
Runaway,Runaway,AURORA,2/7/15,GBUM71500527,"884,816,583","204,318"
Spicy,MY WORLD - The 3rd Mini Album,aespa,5/8/23,KRA302300145,"133,536,914","12,910"
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,9/20/23,LBA132301385,"9,736,339","2,164"
Die For You,Starboy,The Weeknd,11/25/16,USUG11601011,"2,265,551,950","185,803"
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,5/22/20,USUG12000098,"328,017,675","115,095"
Into You,Dangerous Woman,Ariana Grande,4/1/16,USUM71601827,"1,368,497,471","112,014"
Invincible,Meet The Woo 2,Pop Smoke,2/7/20,USUM72002003,"549,824,221","173,912"
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,8/4/23,QMB622321018,"84,141,101","23,465"
Un Besito Mï¿½,Un Besito Mï¿½,Salastkbron,3/14/24,AR5UH2302301,"39,026,522","4,463"
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/22,MXF012200055,"469,278,591","30,545"
Macetando,Macetando,Ivete Sangalo,12/15/23,BKS182300001,"67,224,922","4,356"
Stand by Me,Don't Play That Song,Ben King,1/5/24,DETT12295003,"1,094,052,047",1
Goa Beach,Goa Beach,Tony Kakkar,2/11/20,FR10S2014119,"33,384,757","3,507"
Sharks,Sharks,Imagine Dragons,6/24/22,USUM72205464,"283,572,432","48,772"
Teenage Dream,Teenage Dream,Stephen Dawes,6/2/22,USDA12202749,"170,404,957","31,472"
Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,12/30/22,QZ9QQ2200167,"316,447,060","27,766"
Thunder,Thunder,Gabry Ponte,5/7/21,ITV952100014,"551,090,518","146,088"
Thousand Miles,Thousand Miles,The Kid LAROI,4/22/22,USSM12203367,"299,159,279","65,016"
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,8/5/22,USSM12206682,"204,471,704","72,788"
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,3/19/20,USWB12000247,"565,296,902","139,124"
Khairiyat,Chhichhore,Arijit Singh,8/31/19,INS181904666,"240,571,166","23,561"
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,1/1/10,USUM71109132,"1,461,578,587","216,137"
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2/23/23,USAT22301679,"242,528,711","57,228"
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,7/14/23,USUG12300051,"70,868,414","32,989"
Hotline Bling,Hotline Bling,Drake,7/31/15,USCM51500238,"1,335,494,972","205,003"
Down Below,Feed Tha Streets II,Roddy Ricch,11/2/18,USAT21811792,"394,772,670","120,605"
Chupï¿½,Chupï¿½,El Gudi,8/25/23,PYC842302802,"126,216,271","8,260"
Emiliana,Emiliana,CKay,12/3/21,ZA34K2100657,"223,634,694","85,051"
Sonrï¿½ï¿½ele a la ,Sonrï¿½ï¿½ele a la ,DnK,6/25/21,QZHZ62124573,"3,052,742",31
Life Goes On,BE,BTS,11/20/20,QMBZ92051791,"717,715,448","43,805"
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,7/8/22,FR4E42227000,"240,482,615","97,818"
Cry,Fireworks & Rollerblades,Benson Boone,4/5/24,USWB12401092,"72,952,792","5,724"
11:00 PM,11:11,Maluma,5/17/19,USSD11900166,"719,602,988","64,741"
One Call Away,One Call Away,Charlie Puth,8/21/15,USAT21502703,"833,094,374","74,711"
Bitch Let's Do It,Richest Opp,YoungBoy Never Broke Again,5/12/23,USUG12303290,"46,368,950","20,691"
I Am Not Okay,I Am Not Okay,Jelly Roll,6/12/24,USUG12403674,"4,522",63
Move Your Body,Move Your Body - Single,ýýwnboss,10/29/21,NLZ542101576,"366,000,029","116,490"
Stay,Unapologetic (Edited Version),Rihanna,1/1/12,USUM71214754,"1,313,274,600","140,970"
Faucet Failure,STOKELEY,Ski Mask The Slump God,11/30/18,USUM71820924,"571,258,899","121,284"
Danza Kuduro,Vem Dancar Kuduro,Don Omar,1/1/10,USUM71020778,"1,656,974,409","266,408"
Suavemente,Suavemente,Soolking,2/22/22,FR9KQ2200190,"159,676,691","53,444"
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/12,USAT21203287,"2,004,657,631","277,766"
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,1/1/11,USUM71100061,"717,233,625","190,770"
Jealous,Jealous,Eyedress,12/6/19,GBMYF1900115,"789,418,331","170,553"
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,7/24/15,GBUM71406894,"1,532,640,437",238
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/19,QZHN32199953,"596,326,288","132,469"
Param Param,""" PARAM PARAM """,NAMES 51,12/5/22,ITT4X2200015,,1
Victoriaï¿½ï¿½ï¿½s ,Victoriaï¿½ï¿½ï¿½s ,Jax,6/30/22,USAT22208037,"161,267,092","28,607"
THE SCOTTS,THE SCOTTS,THE SCOTTS,4/24/20,USSM12002217,"789,962,731","176,635"
Still With You,Still With You,Jung Kook,6/5/20,QM6N22094716,"188,249,146","18,003"
Daytona,Partyson,Cris Mj,11/9/23,QMFME2394931,"139,929,615","11,011"
Not Afraid,Not Afraid,Eminem,5/3/10,USUM71011769,"1,012,914,789","168,108"
GODS,GODS,League of Legends,10/4/23,QZH6S1900802,"147,487,181","22,912"
Fotos Y Recuerdos (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402908,"66,283,950",13
Bad Romance,The Fame Monster (France FNAC Version),Lady Gaga,1/1/09,USUM70918596,"1,229,109,018","166,904"
The Feeling,The Feeling - Single,Lost Frequencies,6/9/23,BEHP42300013,"130,424,397","22,830"
Flowers,NOW That's What I Call Music! 115,Miley Cyrus,7/28/23,USSM12300148,"2,010,422,639",7
LUNA,LUNA,Peso Pluma,6/22/23,QM7282306223,"266,623,831","21,962"
i need you it's so dark,The Love Letters You Never Read,Garfy,11/29/20,QZNWQ2098063,,
Just Give Me a Reason,The Truth About Love,P!nk,9/14/12,USRC11200786,"1,301,573,727","145,608"
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,7/24/20,QZM5U2000001,"828,608,384","93,376"
Fancy,The New Classic,Iggy Azalea,1/1/14,GBUM71400597,"724,486,951","89,470"
Apocalypse,Apocalypse,Cigarettes After Sex,3/21/17,USBQU1700034,"1,305,189,811","259,761"
